audit_order,id,dataset,claim_sha256,gold_label,predicted_link_count,predicted_links_json,annotator_a_gold_biomedical_mentions_json,annotator_b_gold_biomedical_mentions_json,final_gold_biomedical_mentions_json,annotator_a_gold_concept_links_json,annotator_b_gold_concept_links_json,final_gold_concept_links_json,annotator_a_incorrect_predicted_links_json,annotator_b_incorrect_predicted_links_json,final_incorrect_predicted_links_json,annotator_a_abbreviation_ambiguity,annotator_b_abbreviation_ambiguity,final_abbreviation_ambiguity,annotator_a_overall_linking_judgment,annotator_b_overall_linking_judgment,final_overall_linking_judgment,disagreement_fields
11,medfact_bench_1008,healthver,12f2e13bce7aa36bfbbf3c471ee43d4613069df1cf1e8c41a5a788639d6d2dee,UNCERTAIN,0,[],"[""cats"",""dogs"",""COVID-19""]","[""cats"",""dogs"",""COVID-19""]","[""cats"",""dogs"",""COVID-19""]","[{""mention"":""cats"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""dogs"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""COVID-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""cats"",""concept_id"":""Organism::NCBITaxon:9685"",""entity_type"":""Organism""},{""mention"":""dogs"",""concept_id"":""Organism::NCBITaxon:9615"",""entity_type"":""Organism""},{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""mention"":""cats"",""concept_id"":""Organism::NCBITaxon:9685"",""entity_type"":""Organism""},{""mention"":""dogs"",""concept_id"":""Organism::NCBITaxon:9615"",""entity_type"":""Organism""},{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
12,medfact_bench_1125,healthver,b8d9221b057af173c71af6831616d4fc672456121e2917ce355d8b222edeb824,REFUTE,0,[],[],[],[],[],[],[],[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
13,medfact_bench_1235,healthver,5e75455646ecb5bf4221cf0f416182408514bb0dbd7c2118dc1a77a3e8df3a17,UNCERTAIN,5,"[{""node_id"": ""Anatomy::UBERON:0002405"", ""name"": ""immune system"", ""kind"": ""Anatomy"", ""matched_alias"": ""immune system"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Disease::DOID:9074"", ""name"": """", ""kind"": ""Disease"", ""matched_alias"": ""Lupus"", ""normalized_alias"": ""lupus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""mondo"", ""external_id"": ""http://purl.obolibrary.org/obo/MONDO_0007915""}, {""node_id"": ""Pathway::PC7_4688"", ""name"": ""Immune System"", ""kind"": ""Pathway"", ""matched_alias"": ""Immune System"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Side Effect::C0024138"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""lupus"", ""normalized_alias"": ""lupus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:CSP"", ""external_id"": ""C0024138""}, {""node_id"": ""Side Effect::C0409974"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Lupus"", ""normalized_alias"": ""lupus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:RCD"", ""external_id"": ""C0409974""}]","[""lupus"",""immune system""]","[""lupus"",""immune system""]","[""lupus"",""immune system""]","[{""mention"":""lupus"",""concept_id"":""Disease::DOID:9074"",""entity_type"":""Disease""},{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""lupus"",""concept_id"":""Disease::DOID:9074"",""entity_type"":""Disease""},{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""lupus"",""concept_id"":""Disease::DOID:9074"",""entity_type"":""Disease""},{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""},{""node_id"":""Side Effect::C0409974"",""mention"":""lupus"",""reason"":""OVER_SPECIFIC""}]","[{""node_id"":""Side Effect::C0409974"",""mention"":""lupus"",""reason"":""OVER_SPECIFIC""}]","[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""},{""node_id"":""Side Effect::C0409974"",""mention"":""lupus"",""reason"":""OVER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,incorrect_predicted_links_json
14,medfact_bench_1076,healthver,d446175e1a1dd66863a65c36b8cac938258ebaee9bf11d00a3cf727fe5a9e454,REFUTE,3,"[{""node_id"": ""Side Effect::C0020964"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Immune response"", ""normalized_alias"": ""immune response"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:SNM"", ""external_id"": ""C0020964""}, {""node_id"": ""PrimeKG::Symptom::HPO:1945"", ""name"": ""Fever"", ""kind"": ""Symptom"", ""matched_alias"": ""Fever"", ""normalized_alias"": ""fever"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""1945""}, {""node_id"": ""Symptom::D005334"", ""name"": ""Fever"", ""kind"": ""Symptom"", ""matched_alias"": ""Fever"", ""normalized_alias"": ""fever"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""fever"",""immune response"",""covid-19""]","[""fever"",""immune response"",""covid-19""]","[""fever"",""immune response"",""covid-19""]","[{""mention"":""fever"",""concept_id"":""Symptom::D005334"",""entity_type"":""Symptom""},{""mention"":""immune response"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""covid-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""fever"",""concept_id"":""Symptom::D005334"",""entity_type"":""Symptom""},{""mention"":""immune response"",""concept_id"":""Side Effect::C0020964"",""entity_type"":""Biological Process""},{""mention"":""covid-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""mention"":""fever"",""concept_id"":""Symptom::D005334"",""entity_type"":""Symptom""},{""mention"":""immune response"",""concept_id"":""Side Effect::C0020964"",""entity_type"":""Biological Process""},{""mention"":""covid-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""node_id"":""Side Effect::C0020964"",""mention"":""immune response"",""reason"":""WRONG_TYPE""}]",[],[],NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,gold_concept_links_json;incorrect_predicted_links_json
15,medfact_bench_1045,healthver,e626e2bdd1ce2f910a079650ac57890ce56595c5c1b6e0520e13674671494d3e,UNCERTAIN,1,"[{""node_id"": ""Anatomy::UBERON:0000948"", ""name"": """", ""kind"": ""Anatomy"", ""matched_alias"": ""Heart"", ""normalized_alias"": ""heart"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:MSH"", ""external_id"": ""C0018787""}]","[""covid-19"",""heart attacks"",""stroke""]","[""covid-19"",""heart attacks"",""stroke""]","[""covid-19"",""heart attacks"",""stroke""]","[{""mention"":""covid-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""heart attacks"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""stroke"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""covid-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""},{""mention"":""heart attacks"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""stroke"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""covid-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""},{""mention"":""heart attacks"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""stroke"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""node_id"":""Anatomy::UBERON:0000948"",""mention"":""heart attacks"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Anatomy::UBERON:0000948"",""mention"":""heart attacks"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Anatomy::UBERON:0000948"",""mention"":""heart attacks"",""reason"":""SPAN_ERROR""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
16,medfact_bench_1012,healthver,12f2e13bce7aa36bfbbf3c471ee43d4613069df1cf1e8c41a5a788639d6d2dee,UNCERTAIN,0,[],"[""cats"",""dogs"",""COVID-19""]","[""cats"",""dogs"",""COVID-19""]","[""cats"",""dogs"",""COVID-19""]","[{""mention"":""cats"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""dogs"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""COVID-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""cats"",""concept_id"":""Organism::NCBITaxon:9685"",""entity_type"":""Organism""},{""mention"":""dogs"",""concept_id"":""Organism::NCBITaxon:9615"",""entity_type"":""Organism""},{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""mention"":""cats"",""concept_id"":""Organism::NCBITaxon:9685"",""entity_type"":""Organism""},{""mention"":""dogs"",""concept_id"":""Organism::NCBITaxon:9615"",""entity_type"":""Organism""},{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
17,medfact_bench_1133,healthver,10eb1d17d39ea5ed8e71aecf2b652cc8a21eed73a20e6453fa4e5be60a8d8f8e,UNCERTAIN,0,[],"[""coronavirus""]","[""coronavirus""]","[""coronavirus""]","[{""mention"":""coronavirus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""}]","[{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
18,medfact_bench_1039,healthver,cabe597d2bb7d7c38effe2cd303b720e582dad051ad3cabd126d8a76fb57b72e,UNCERTAIN,0,[],"[""coronavirus""]","[""coronavirus""]","[""coronavirus""]","[{""mention"":""coronavirus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""}]","[{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
19,medfact_bench_1126,healthver,b8d9221b057af173c71af6831616d4fc672456121e2917ce355d8b222edeb824,REFUTE,0,[],[],[],[],[],[],[],[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
20,medfact_bench_1116,healthver,a6bebac911f501acb598e2b2cd91dc992c5834652e91f97cd3e19b1ad9739abd,SUPPORT,0,[],"[""COVID-19""]","[""COVID-19""]","[""COVID-19""]","[{""mention"":""COVID-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
21,medfact_bench_1213,healthver,1004dba344a1c63e692764f73df7f403a08703100a4bdd970690161f8b9ac361,SUPPORT,5,"[{""node_id"": ""Anatomy::UBERON:0000004"", ""name"": ""nose"", ""kind"": ""Anatomy"", ""matched_alias"": ""nose"", ""normalized_alias"": ""nose"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Anatomy::UBERON:0000165"", ""name"": ""mouth"", ""kind"": ""Anatomy"", ""matched_alias"": ""mouth"", ""normalized_alias"": ""mouth"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Side Effect::C0010200"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Cough"", ""normalized_alias"": ""cough"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:ICD10"", ""external_id"": ""C0010200""}, {""node_id"": ""Side Effect::C0037383"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Sneeze"", ""normalized_alias"": ""sneeze"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:SNMI"", ""external_id"": ""C0037383""}, {""node_id"": ""PrimeKG::Symptom::HPO:12735"", ""name"": ""Cough"", ""kind"": ""Symptom"", ""matched_alias"": ""Cough"", ""normalized_alias"": ""cough"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""12735""}]","[""hands"",""mouth"",""nose"",""cough"",""sneeze""]","[""mouth"",""nose"",""cough"",""sneeze""]","[""hands"",""mouth"",""nose"",""cough"",""sneeze""]","[{""mention"":""hands"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""},{""mention"":""mouth"",""concept_id"":""Anatomy::UBERON:0000165"",""entity_type"":""Anatomy""},{""mention"":""nose"",""concept_id"":""Anatomy::UBERON:0000004"",""entity_type"":""Anatomy""},{""mention"":""cough"",""concept_id"":""PrimeKG::Symptom::HPO:12735"",""entity_type"":""Symptom""},{""mention"":""sneeze"",""concept_id"":""Side Effect::C0037383"",""entity_type"":""Symptom""}]","[{""mention"":""mouth"",""concept_id"":""Anatomy::UBERON:0000165"",""entity_type"":""Anatomy""},{""mention"":""nose"",""concept_id"":""Anatomy::UBERON:0000004"",""entity_type"":""Anatomy""},{""mention"":""cough"",""concept_id"":""PrimeKG::Symptom::HPO:12735"",""entity_type"":""Symptom""},{""mention"":""sneeze"",""concept_id"":""Symptom::D012912"",""entity_type"":""Symptom""}]","[{""mention"":""hands"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""},{""mention"":""mouth"",""concept_id"":""Anatomy::UBERON:0000165"",""entity_type"":""Anatomy""},{""mention"":""nose"",""concept_id"":""Anatomy::UBERON:0000004"",""entity_type"":""Anatomy""},{""mention"":""cough"",""concept_id"":""PrimeKG::Symptom::HPO:12735"",""entity_type"":""Symptom""},{""mention"":""sneeze"",""concept_id"":""Symptom::D012912"",""entity_type"":""Symptom""}]",[],[],[],NO,NO,NO,PARTIAL,CORRECT,PARTIAL,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;overall_linking_judgment
22,medfact_bench_1068,healthver,b2168f9971221a4c6dfe13c625b5f6244aec7785a62a97700d20928d9a60db20,SUPPORT,0,[],"[""diabetes"",""coronavirus""]","[""diabetes"",""coronavirus""]","[""diabetes"",""coronavirus""]","[{""mention"":""diabetes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""coronavirus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""diabetes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""}]","[{""mention"":""diabetes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
23,medfact_bench_1114,healthver,078abfbb38793c793ca058ac20026047afc170fbc7acf92a97dc503083c5098a,SUPPORT,2,"[{""node_id"": ""Anatomy::UBERON:0002405"", ""name"": """", ""kind"": ""Anatomy"", ""matched_alias"": ""Immune system"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:UWDA"", ""external_id"": ""C0020962""}, {""node_id"": ""Pathway::PC7_4688"", ""name"": ""Immune System"", ""kind"": ""Pathway"", ""matched_alias"": ""Immune System"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""immune system""]","[""immune system""]","[""immune system""]","[{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""}]",[],"[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""}]",NO,NO,NO,PARTIAL,CORRECT,PARTIAL,incorrect_predicted_links_json;overall_linking_judgment
24,medfact_bench_1232,healthver,5e75455646ecb5bf4221cf0f416182408514bb0dbd7c2118dc1a77a3e8df3a17,UNCERTAIN,5,"[{""node_id"": ""Anatomy::UBERON:0002405"", ""name"": ""immune system"", ""kind"": ""Anatomy"", ""matched_alias"": ""immune system"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Disease::DOID:9074"", ""name"": """", ""kind"": ""Disease"", ""matched_alias"": ""Lupus"", ""normalized_alias"": ""lupus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""mondo"", ""external_id"": ""http://purl.obolibrary.org/obo/MONDO_0007915""}, {""node_id"": ""Pathway::PC7_4688"", ""name"": ""Immune System"", ""kind"": ""Pathway"", ""matched_alias"": ""Immune System"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Side Effect::C0024138"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""lupus"", ""normalized_alias"": ""lupus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:CSP"", ""external_id"": ""C0024138""}, {""node_id"": ""Side Effect::C0409974"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Lupus"", ""normalized_alias"": ""lupus"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:RCD"", ""external_id"": ""C0409974""}]","[""lupus"",""immune system""]","[""lupus"",""immune system""]","[""lupus"",""immune system""]","[{""mention"":""lupus"",""concept_id"":""Disease::DOID:9074"",""entity_type"":""Disease""},{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""lupus"",""concept_id"":""Disease::DOID:9074"",""entity_type"":""Disease""},{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""lupus"",""concept_id"":""Disease::DOID:9074"",""entity_type"":""Disease""},{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""},{""node_id"":""Side Effect::C0409974"",""mention"":""lupus"",""reason"":""OVER_SPECIFIC""}]","[{""node_id"":""Side Effect::C0409974"",""mention"":""lupus"",""reason"":""OVER_SPECIFIC""}]","[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""},{""node_id"":""Side Effect::C0409974"",""mention"":""lupus"",""reason"":""OVER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,incorrect_predicted_links_json
25,medfact_bench_1165,healthver,71574d3d5fc1cb2f2619342c69b214054a9d98e80cf284bec046648a99c1dc1e,SUPPORT,0,[],"[""Covid-19"",""humans""]","[""Covid-19""]","[""Covid-19"",""humans""]","[{""mention"":""Covid-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""humans"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Covid-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""mention"":""Covid-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""},{""mention"":""humans"",""concept_id"":""Organism::NCBITaxon:9606"",""entity_type"":""Organism""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
26,medfact_bench_1093,healthver,98a42cb85e5d8e326c4e9a7156928a3c7a0ccaf2c3ba3c2af7cea2a8b673e6d0,UNCERTAIN,2,"[{""node_id"": ""Pathway::PC7_8761"", ""name"": ""Vitamins"", ""kind"": ""Pathway"", ""matched_alias"": ""Vitamins"", ""normalized_alias"": ""vitamins"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Pathway::REACTOME:R-HSA-211916"", ""name"": ""Vitamins"", ""kind"": ""Pathway"", ""matched_alias"": ""Vitamins"", ""normalized_alias"": ""vitamins"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""R-HSA-211916""}]","[""vitamins"",""COVID-19""]","[""vitamins"",""COVID-19""]","[""vitamins"",""COVID-19""]","[{""mention"":""vitamins"",""concept_id"":""UNRESOLVED"",""entity_type"":""Pharmacologic Class""},{""mention"":""COVID-19"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""vitamins"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""mention"":""vitamins"",""concept_id"":""UNRESOLVED"",""entity_type"":""Pharmacologic Class""},{""mention"":""COVID-19"",""concept_id"":""Disease::DOID:0080600"",""entity_type"":""Disease""}]","[{""node_id"":""Pathway::PC7_8761"",""mention"":""vitamins"",""reason"":""WRONG_TYPE""},{""node_id"":""PrimeKG::Pathway::REACTOME:R-HSA-211916"",""mention"":""vitamins"",""reason"":""WRONG_TYPE""}]","[{""node_id"":""Pathway::PC7_8761"",""mention"":""vitamins"",""reason"":""WRONG_TYPE""},{""node_id"":""PrimeKG::Pathway::REACTOME:R-HSA-211916"",""mention"":""vitamins"",""reason"":""WRONG_TYPE""}]","[{""node_id"":""Pathway::PC7_8761"",""mention"":""vitamins"",""reason"":""WRONG_TYPE""},{""node_id"":""PrimeKG::Pathway::REACTOME:R-HSA-211916"",""mention"":""vitamins"",""reason"":""WRONG_TYPE""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json;missed_mentions_json
27,medfact_bench_553,healthver,d6948459aa460883ad600cf520bb1bc342506c387a9c5566efbfbde08df051d6,REFUTE,1,"[{""node_id"": ""Gene::94005"", ""name"": ""PIGS"", ""kind"": ""Gene"", ""matched_alias"": ""PIGS"", ""normalized_alias"": ""pigs"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Ferrets"",""coronavirus"",""poultry"",""pigs""]","[""Ferrets"",""coronavirus"",""poultry"",""pigs""]","[""Ferrets"",""coronavirus"",""poultry"",""pigs""]","[{""mention"":""Ferrets"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""coronavirus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""poultry"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""pigs"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Ferrets"",""concept_id"":""Organism::NCBITaxon:9669"",""entity_type"":""Organism""},{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""},{""mention"":""poultry"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""pigs"",""concept_id"":""Organism::NCBITaxon:9823"",""entity_type"":""Organism""}]","[{""mention"":""Ferrets"",""concept_id"":""Organism::NCBITaxon:9669"",""entity_type"":""Organism""},{""mention"":""coronavirus"",""concept_id"":""Organism::NCBITaxon:2697049"",""entity_type"":""Organism""},{""mention"":""poultry"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""pigs"",""concept_id"":""Organism::NCBITaxon:9823"",""entity_type"":""Organism""}]","[{""node_id"":""Gene::94005"",""mention"":""pigs"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Gene::94005"",""mention"":""pigs"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Gene::94005"",""mention"":""pigs"",""reason"":""WRONG_CONCEPT""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
28,medfact_bench_1006,healthver,149053837be2118886d589b24af105e1ff309b9d0194943ca3daf85342de3234,UNCERTAIN,2,"[{""node_id"": ""Anatomy::UBERON:0002405"", ""name"": ""immune system"", ""kind"": ""Anatomy"", ""matched_alias"": ""immune system"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Pathway::PC7_4688"", ""name"": ""Immune System"", ""kind"": ""Pathway"", ""matched_alias"": ""Immune System"", ""normalized_alias"": ""immune system"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""immune system""]","[""immune system""]","[""immune system""]","[{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""mention"":""immune system"",""concept_id"":""Anatomy::UBERON:0002405"",""entity_type"":""Anatomy""}]","[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""}]",[],"[{""node_id"":""Pathway::PC7_4688"",""mention"":""immune system"",""reason"":""WRONG_TYPE""}]",NO,NO,NO,PARTIAL,CORRECT,PARTIAL,incorrect_predicted_links_json;overall_linking_judgment
